order_id,customer_id,product_id,quantity,date
qarl-943-de,rkz-269-xc47,wkqb-524,718,2023-03-05
cmrq-025-nv,elh-397-zw78,vkui-614,906,2023-06-28
ntuh-296-xk,mvb-287-rw62,nqfw-276,758,2022-12-02
fiej-612-gm,lac-491-ix59,iegz-603,756,2022-11-25
rqsm-154-nl,ien-892-hf70,clfp-530,341,2023-08-27
cmal-186-bd,dac-095-tm67,cpbg-261,876,2023-11-11
gwah-045-dy,xsi-619-nc80,ucnz-903,85,2023-06-26
sjei-461-me,mkp-594-id04,taif-432,830,2023-11-05
xyki-973-ne,hzl-032-ng17,cjwi-174,111,2023-09-26
vmqt-876-tl,dhc-620-vb36,yfba-081,802,2023-03-31
fdta-158-op,wgi-134-il60,emus-124,458,2022-06-25
smbc-810-gd,kfo-627-jm14,cvdz-039,697,2023-09-04
lkps-370-ta,nzd-703-us25,eopf-389,305,2022-03-28
axip-756-bs,koq-493-be45,ncei-946,424,2023-07-06
dosm-174-he,qea-045-je92,dfyt-926,971,2022-06-09
ouap-301-pb,glr-623-yt76,agry-452,966,2022-06-16
umoz-614-jt,izf-320-jf35,rpit-739,160,2023-02-18
azjd-765-jh,oil-914-iq19,roab-985,198,2022-02-07
gsek-964-bv,nwb-863-bw91,olif-093,212,2022-10-08
tnip-195-cm,zeu-034-lf47,dtnx-671,142,2023-02-20
ovjm-592-mn,kal-058-ws09,esjx-620,428,2022-11-23
mzgt-297-as,qet-650-qd46,ikbr-480,648,2023-12-03
rtue-652-tv,whe-480-zi45,imvu-871,925,2022-03-04
otgi-528-sw,hil-320-ok35,psbj-237,619,2023-09-11
umrj-149-gb,lsh-395-qk74,xiqn-347,328,2023-09-10
zenj-238-se,rsn-035-hw68,pcxs-870,14,2022-10-25
mtej-718-gu,xny-672-wx29,oyvg-281,358,2023-03-03
imnc-549-ea,gxj-295-zv29,olif-093,675,2022-11-30
pvbx-261-sl,ovm-605-sn82,agtk-231,212,2022-02-25
lhyw-056-tk,tny-039-zh76,ofsl-598,912,2022-03-09
lgay-129-bc,aoy-783-ng30,bwsv-584,231,2022-02-20
kbst-142-qv,sja-035-yx32,oyvg-281,364,2023-05-17
nhgu-183-nk,akw-315-nb39,lqmf-164,936,2022-03-08
ksvo-519-nd,mfl-754-th04,yunc-278,42,2022-10-26
ftcl-947-js,lsp-804-qv42,izha-207,691,2023-08-23
tgiy-506-st,zwe-107-df21,ethf-690,516,2022-12-16
lroy-732-kg,kxw-514-jt71,bkno-985,645,2022-01-05
hogd-065-tb,uxi-762-ks56,xlqb-983,968,2022-01-06
pmdc-725-xa,iho-309-am43,qgpc-154,973,2023-10-01
kejz-051-sa,sac-654-jo06,bwki-198,901,2022-04-06
uvhe-579-xf,kcy-529-mx28,imvu-871,983,2023-08-27
ajsx-372-zu,ghp-194-jg72,xzwb-243,652,2022-02-24
lmrq-389-qi,nko-247-lb14,bejw-869,289,2023-12-02
hfkp-168-ec,uwd-850-dl76,yunp-247,701,2022-08-10
juna-875-fz,jhz-015-ux34,mnac-637,42,2023-09-12
fjdg-594-ni,wol-503-kw98,hgpw-217,951,2023-03-01
hwov-625-oy,qce-237-wd43,mtkr-032,277,2023-06-25
chdg-268-no,cei-761-wl45,uyfc-402,426,2023-06-04
tefd-914-nu,pce-734-fa71,mwac-045,330,2023-09-21
iesy-394-zx,ptv-694-ia84,tzfw-546,861,2022-10-11
lzsq-613-xg,zpb-047-gw46,taso-162,718,2022-08-01
ohnv-047-xj,vhu-918-xa43,pnur-435,378,2022-07-04
okza-791-cy,cad-892-bg28,uacp-768,229,2023-01-16
hexf-467-un,xqz-073-hd95,nepv-453,251,2022-02-10
wpji-512-tr,icb-894-zp10,yohg-201,417,2022-10-11
wdmk-491-qa,vcn-574-wv04,njrs-731,719,2023-09-24
qmjt-806-xc,len-107-pw92,bntw-413,905,2022-06-03
yibd-870-sz,otc-501-or10,arwo-698,5,2023-09-10
skpb-601-bh,biq-075-hj72,ejzp-309,501,2022-07-20
ufbg-089-hz,avz-253-bt21,ejzp-309,579,2023-05-20
jbpc-209-wh,qsp-246-rh65,xsqf-086,923,2023-03-22
upfz-318-nx,jsn-143-sg43,jhsn-504,172,2023-07-13
pezq-754-hb,tki-806-ev49,aksp-207,904,2023-05-09
qctj-078-ps,dls-817-cd14,yxuz-256,70,2022-01-27
zyaq-735-ni,qkj-748-nl37,soah-386,911,2022-10-12
bnoj-279-xi,fyh-238-tk91,xzpu-749,530,2023-03-14
faie-463-lj,mhf-679-kr95,lync-247,784,2022-02-25
rtaf-048-ps,egy-520-yp14,wjyt-024,168,2022-08-07
tfxz-657-jf,neh-403-wo71,ockb-534,239,2023-06-07
nwto-358-br,alr-236-ln72,zytv-590,161,2023-03-25
oiqp-385-tw,baf-613-pd45,phbr-421,908,2022-05-05
atxl-071-rj,owx-085-wg19,mcdf-057,859,2023-12-09
rcnv-896-gw,nwa-638-oz20,udgp-651,305,2023-01-03
kjwq-176-ed,fhs-102-sq12,pufs-894,638,2023-02-02
wsdb-732-gh,uga-041-hm23,qpcu-298,356,2023-06-29
ipec-045-xr,gmr-620-be98,vbao-286,213,2022-01-06
ltja-675-tz,nhq-507-vc87,qwtc-248,516,2023-02-13
tubc-501-pu,pea-102-ri35,pmcb-839,638,2022-05-14
tksf-286-ps,hiw-580-zt54,dgwh-213,90,2022-08-21
gmfo-142-lf,ngw-672-kp93,giuq-894,399,2023-07-21
cslx-059-at,qwy-284-vk25,gtah-508,237,2023-09-16
tvni-185-ck,uqh-630-by46,dfcp-703,848,2023-11-02
pxtl-637-mg,eji-107-rq65,fnuo-168,588,2022-07-24
rcyz-589-ar,odh-945-wb63,tjci-859,939,2022-09-16
bzjr-471-fp,spa-476-il42,haqf-830,752,2022-10-08
cjwe-762-ef,fnz-205-ng15,vkto-872,200,2022-09-06
deor-984-dc,ezw-861-to03,pufs-894,789,2023-04-06
vhuq-237-rg,qti-058-lb73,tmlw-157,918,2022-05-04
dyjk-517-le,mfd-013-yz70,othw-241,332,2022-07-07
cpez-015-dx,fun-026-vq94,zfkm-576,126,2022-05-07
fbet-730-on,tdb-031-nt13,pxrd-625,862,2022-10-16
vpck-967-di,klu-246-wc62,dwxq-810,979,2022-02-27
qfrl-982-ue,ibl-705-yr49,gahz-754,327,2023-08-08
ictm-723-jn,knr-392-on04,bpit-526,736,2022-11-23
oivg-637-yf,czt-327-qx03,ikbr-480,52,2023-09-21
jwci-867-eh,yqw-069-rj12,qzhj-301,234,2022-11-21
gljs-205-wv,abm-158-wf97,kaxz-540,988,2023-09-24
nfdt-415-ts,ymx-819-tn53,njif-461,201,2023-11-01
vxfm-496-oh,hpj-145-ea93,dwqa-316,6,2022-03-03
jrek-129-hc,muq-830-vs39,xlqb-983,207,2023-08-01
qhcv-372-lc,xpn-913-sb87,avez-925,951,2022-01-01
yfua-962-jo,qhn-169-hm50,dtnx-671,681,2022-01-15
pwvr-603-gq,gts-091-tm28,myfh-780,158,2022-09-02
