order_id,customer_id,product_id,order_quantity,purchased_via,order_delivered,order_returned,order_date
a8db26c3-1af2-42a7-92ed-1b67424ea89c,04eb8c69-0e3b-4548-8b5b-7f751357e71c,81b23509-37b0-4f5b-95ac-923e2664261b,822,website,yes,False,2022-06-19
1e07669c-fbe8-4133-8e22-b61c3c7c4394,ddf4652a-a8bd-4704-8b50-62d44649835c,3cf8dad1-47a7-424d-8ba3-953496275319,505,website,no,False,2021-02-17
5dfd6422-592c-4ef3-80d3-3afb244fbb37,adae4985-af42-412c-889a-0988928bc7ee,448a6d0a-bf48-4c34-9442-69cf3a2ad699,593,amazon,yes,False,2021-05-13
947ecc27-4958-48f7-bb94-6e9eabc9779c,e5966c91-90ac-440c-b0ed-2f1391d2b28f,fa833e45-84e7-4aa2-9fd3-c74b3605b8b2,950,in-store,no,True,2021-02-22
21d6d0dc-4aaf-4a81-973f-09c9ac7996d0,723ef121-ee1c-4277-9e77-6cf34a09cca3,87850115-8d5b-48e0-bdec-5e6cf7ad71a7,615,amazon,no,True,2021-01-18
4bb0e7b0-8aa8-48c2-8319-ae7e919ff354,45a024de-8f39-4e31-9500-65706429d4f9,029baa96-4d93-46de-a3d3-21ac0188b008,147,website,yes,False,2023-01-26
371c101d-ea0e-4e56-8eae-2ccb3999daaa,667635b5-c150-4e64-be72-4a59709038a3,d40cb2e8-5313-43be-8267-6089ebd557de,906,website,no,False,2021-09-13
e095fd70-f509-4786-b616-8947b6c6d44d,2ac369c4-f488-4ef6-b78f-138787580a2c,c8926b46-c126-4d40-a3b3-300247be2103,192,website,no,True,2023-07-31
fff131d4-e77a-41bc-82e9-77a23868b961,0c2e55d1-3d02-4f3b-8fd0-cb2c5f1cfc27,aa06b069-5732-4ca3-982d-b08373cd9036,365,in-store,yes,True,2021-09-09
95470639-a787-4973-b1a2-96cb294b120d,3c35ba56-7a7d-4dd1-a242-efbdb0dabf9f,b52ec605-4f74-4df8-8429-7696cd3e7146,72,amazon,no,False,2021-01-08
98252ec1-9c64-4814-87d4-ed4fefcf43b3,82c4bcdc-eacb-4de6-bf30-0756e6695443,d198c838-fbde-4b27-952c-6de60c9f7857,230,in-store,no,True,2021-12-28
b96999cb-c681-4644-86bc-8672ca64c41e,8e50e7c8-30f3-4701-be85-d5f89c815823,00ad6f98-a851-43d3-9268-87ed464dd86a,801,amazon,no,False,2021-12-16
ead2724f-6423-458d-9434-dc090e26fa0a,317f8917-6da8-4694-9532-325986cb0d3f,f22e4bb8-812f-4385-b7fb-19d6807f0c42,932,in-store,no,True,2022-11-20
f89507d9-b948-4334-88ec-1a95ab3b0dee,b41db94b-000f-4a89-b498-557a9d37a0b9,3e2d86f6-3cbd-4448-8334-7b89d7ab792f,281,in-store,yes,False,2022-03-06
30464b87-783c-44d4-ae53-492a7b744f41,41f1998c-b811-453a-918f-71b7b5066e02,8c7f54aa-41d1-4bb9-8126-3ecee8c3772e,909,in-store,no,True,2021-05-23
818acca0-13b8-4f9a-8532-8fd0f633497d,5b707f30-963c-4ae4-8879-c6b254b9ea51,69aa8045-9bfa-47f4-a7d0-288b1883f9c0,956,website,no,True,2023-09-28
333a5d56-f7ef-46e1-a168-33f7d53ce8f8,667635b5-c150-4e64-be72-4a59709038a3,47430ecf-0e6f-449c-96ed-68d34587d79c,814,amazon,yes,True,2021-02-15
4022051f-031e-4912-98ad-eb0d0f43c06d,366c29b1-dc24-450e-9140-ee5af9d0609d,d38c273f-ef13-4c54-b2a7-3ef19a0bd63e,751,website,no,True,2023-03-08
b0c7bc2f-57da-41b1-9c71-5fdfc96280f6,2801b052-a9db-48b5-b0b0-7c1037e87e96,e7334305-2a27-48bc-b4ec-80305c5ad04b,700,website,yes,False,2021-02-26
1bb59421-7ad6-42ba-95d6-3debf9ef37a4,8d1391b4-6c5d-42bb-8644-cb645239b53b,2dab41b3-4d2c-41c1-b017-f89c8c2d09fc,888,amazon,no,True,2021-06-19
55ce29a5-5cef-4b77-b2d8-7277cf849a4f,adae4985-af42-412c-889a-0988928bc7ee,b140a888-532e-42b3-99ba-c47cef57521b,323,in-store,no,False,2023-05-03
651c4d77-8334-4475-998e-f733678efb01,1356b771-a37f-44ba-8d48-fd8fe4569afe,15ddb069-f6b3-4355-ac1f-ca961124ab4b,545,in-store,no,True,2022-05-04
3c71d5c4-8961-4a07-9bd1-55da7770b62c,3ba05e96-0834-455f-8b74-4ab359424653,d9e699cf-a677-4418-b226-c0cf9f95cf0f,977,in-store,no,True,2022-10-10
cc67c46d-4a72-46dd-9f8a-9332d1bcef45,20c8a01a-2f85-4598-a578-fb041ff0f88f,4af093cf-9139-488c-b196-ba105eb52cb6,961,amazon,no,False,2022-04-23
46cce0d0-8fc3-4756-ad38-fa4698481918,3a44b008-9f20-48f2-bb66-e64e458995d2,84866f4c-7a5d-4cf4-8256-d4593493e14c,14,website,yes,True,2023-07-21
a677fc03-9406-4121-a171-24add984c0bf,2ca13b62-4c4d-453b-8891-e543fce53852,c1d78fc0-03d2-4c24-87b0-a3c54ba867f6,195,in-store,yes,True,2023-11-24
4a2d574d-7d5a-4d14-ba5e-9b174d2e87ac,9486386c-8ab5-474d-9f1e-8eb8cabcd0e9,51ca0656-9ddd-482e-acbd-e013ad1b7f90,664,in-store,no,False,2022-04-11
2d310ac4-faa6-4b89-8b72-fb9053817dc5,ba217117-1aa5-4eaa-a15c-ead7aac9c8b9,ece0ea3a-bec9-4ab6-afe6-c40bc901b04a,861,in-store,no,True,2022-09-10
cf44d6e0-9f6c-487e-a62b-9b3b67f985e6,b639133f-c64e-48e1-a8c3-0d9e6efc3429,aaafce3c-4e35-4df0-a1da-6f04bebcfbbf,487,in-store,no,True,2022-10-18
a804c818-d8d7-46ec-8a82-2289582e46a9,bf79fbfe-01d1-46ac-a3e5-ac28c9f79f33,6fe7e93d-7e59-4da1-b89e-b838ede61a39,48,website,yes,False,2021-08-07
21be2ad2-6df3-49fb-bcd5-494a1cd2217f,eaf84d27-c7af-40d1-af5d-d5f6c93c4e11,67cc0c6f-d2db-4823-81fb-e329af75b794,777,amazon,yes,False,2022-01-26
c55aa689-7417-479d-9447-e0a817f8c339,adae4985-af42-412c-889a-0988928bc7ee,7ad50de2-8a5d-4626-91f9-85dcc3cca137,828,amazon,yes,True,2021-03-02
1b7371b7-69ed-4354-aa09-f2fde66cf78f,f628852e-2ee6-44bc-a9a0-3f539fa56392,d08cc3c0-b45f-4002-8df8-e1562a8485eb,678,website,no,False,2023-10-28
86ef6c17-c5a6-4592-91be-a4682edf50ea,8e0b8891-6f14-40de-9c70-a56e21dcdf29,7a82349d-30b4-49ed-a7c2-863cfba3b344,856,in-store,no,True,2021-09-17
10dcb9d6-e6c4-43bb-8267-3a0c5b8926ea,3a7c6585-2ca2-4003-a6e2-14c48680975e,5bad2e64-80bc-45ce-8cea-07d7c548eb05,536,in-store,yes,True,2021-04-25
56e5b0ac-85a9-4a1f-9915-106d1419458d,809850dc-6256-46f8-93bc-c74dd0782066,983eee92-2c18-4f54-af28-4606a35ecc75,780,in-store,yes,False,2021-04-14
5e4aec4b-fef0-4e9e-8ba2-9c357e5e4dde,52f9add9-1f3a-463b-8c54-54e0299d66a8,f22e4bb8-812f-4385-b7fb-19d6807f0c42,363,amazon,yes,True,2022-12-15
02c06218-af4a-452c-80c5-2bd14ba42633,869a9276-9fad-486b-ac49-ec7d18d7b268,5ccdc54f-a4ee-4b19-b2d7-8eccd59f6c62,200,amazon,no,False,2023-09-26
4f9930ae-0a3a-49dc-b6aa-f00faad43ad2,e724e6b3-2119-43d7-afec-d6059180c74e,652a80e2-2ff5-4b6a-9482-dc3bf1272d18,507,in-store,no,False,2021-08-05
8265f3c2-5c2c-4e79-abfc-b292f13d14c8,6748d497-abb6-4071-8e85-3d9785dd4c49,3c4aec79-33af-4d5a-83f4-fa5d01f85a53,51,in-store,no,False,2022-05-19
1135933e-d803-42f1-b81f-f985868e7976,9b915e73-360e-4533-95dc-e12a04ff795a,049edf30-008d-4e13-a71f-a53310f61b0a,385,website,no,False,2022-03-28
190457e7-366e-486c-b667-be54bba194c7,f8a8ec40-8d9e-43e0-a46a-b51b04a00033,409b4b3f-a4b6-4978-8675-d8e66df95705,750,amazon,yes,True,2021-03-26
f147f8c1-24cf-470b-9bbd-f0099f73925a,bc13d02f-94b7-4e22-a695-28f26ef88b32,052d6e34-7064-4ec8-9c16-27d87ba03438,434,website,no,False,2022-02-26
450577b5-bf60-4614-8cf2-5320a1fea8a2,eaf84d27-c7af-40d1-af5d-d5f6c93c4e11,7a82349d-30b4-49ed-a7c2-863cfba3b344,149,in-store,no,False,2022-11-28
f688fbb4-b146-4f33-ba2c-eaeea07c1bed,36964704-d346-408c-9c8c-6ef23436ea38,0f194bb8-f58c-4957-a506-0112a2c86907,161,amazon,no,False,2021-05-19
c6613bdb-4f4b-46fd-bc2e-309dcac10575,5342d2f8-4aaf-4a4f-82ca-7a7b4333a1f9,4f9d52b1-bfe9-4658-b997-27ff61c36866,929,in-store,yes,False,2023-07-30
c8a9842e-bd06-4ebc-be41-ffa771a266a8,0537209c-f809-4d44-acec-9b063ed35d14,87ce9831-ffa2-4630-ad69-5fb7b7e70e89,954,amazon,no,False,2022-05-30
5f368cdd-3abc-443c-bc2d-78f12041554a,22142225-8aa4-4f68-bab2-6ea96e705680,89d8dca7-da4b-4afd-b91e-17912f8cdbf7,655,website,yes,False,2021-10-11
45826afb-2011-4daf-8074-25c8b311354d,e1bd2bd3-dc50-4f2c-a5a9-23d3a8820c79,652a80e2-2ff5-4b6a-9482-dc3bf1272d18,287,website,yes,False,2022-12-31
df7466f7-80d2-46e8-94df-08f4342062fc,8570da38-c278-4202-bfb2-0023fb9d3bb6,0fd0f53d-b7aa-4e71-bc16-18970b714e99,308,in-store,yes,True,2023-01-30
a1b98575-ae7e-4501-b759-46bb4948c3a8,102916ea-127d-4765-88f4-b7add546aaf9,e5b9e958-df9b-455e-80f4-02ef1501cda3,102,in-store,no,False,2021-04-24
da6697c1-390b-4fb5-ad01-5165bbe98133,1927c140-e78e-444b-8392-795e00c3f453,a7a7e53a-9701-49a3-9ce1-9752f0b60143,256,website,no,False,2021-08-13
36f50c0c-3d14-4b79-9692-918a23417abb,7b6d7c2d-daff-4bf1-9b5e-a02eda3d9242,f0b03334-2e22-441b-b9a0-ff45b579c79d,190,amazon,yes,False,2023-07-09
055fbfeb-e707-4e7c-8024-a8d1105008e3,b975a6f8-e38e-41ce-b108-a03c3c9e6f3d,d40cb2e8-5313-43be-8267-6089ebd557de,696,amazon,yes,True,2022-04-20
9d68a36b-5fe1-4d8b-a16b-baf6c28ec519,60306d5e-cc86-4377-92ac-8c38553d1fb0,5b508d8a-5460-4832-9d56-af165ce90c1d,497,amazon,yes,True,2023-08-15
679b798a-5ff0-44bf-a841-1ca3053eeb7c,654a305a-06f6-4d54-9a89-06085197877f,5bfe5c13-8f7c-476c-8273-2c2c3bf7b91c,146,website,yes,True,2023-10-02
b865f405-ec96-4ba2-8b8e-c47766185b97,6ca21411-0cb1-478c-b9bb-4c91ec1dce15,db62f127-d0ab-4a32-8924-91dd5aa4c140,799,in-store,yes,True,2022-10-11
949cad82-f15a-445c-b6f6-fa89dcf8f8eb,0b4b6fba-bfcf-40cc-809d-ec7c29437352,a27e9fb7-a77c-49d4-afe3-89026c0f610b,547,in-store,yes,False,2022-08-01
bf26ff13-2eda-4b18-ba2a-5abc3575d787,5cd58ab4-10b1-4ecd-add4-90cf676aac30,c51b2070-3509-4805-bfff-1ab1122d4cb6,69,amazon,yes,False,2021-04-27
02ddb2ef-6db7-4aba-b998-b43e888ccb54,e78b42f3-592a-4f26-b17b-bc172af3f318,049edf30-008d-4e13-a71f-a53310f61b0a,660,website,yes,False,2022-10-04
f909a24f-b1ff-4556-bb1e-962269428380,6ca21411-0cb1-478c-b9bb-4c91ec1dce15,0374ee25-d92c-4327-8d03-3a8c677b5969,923,in-store,no,False,2022-11-05
4098c9f4-7dea-4e88-a9be-50418fd3cecc,1f434e23-5413-4148-a251-1cfa9524a377,1edf39f5-9462-468e-ba29-6077d37b402c,879,amazon,no,True,2023-10-18
05dc32e9-3112-476e-b9dc-700b216c713f,dffaca92-f21e-4a4b-8d85-42eb14e90171,13c826b1-b63d-4824-9f05-0e9c8c61318a,80,website,yes,False,2022-07-17
27f89a52-058f-4878-aa35-a7f847c98ec9,1da054cd-b023-47bc-99ae-70ff811001af,dfd73822-5e2e-4afa-bf61-3b0d86ceccb0,259,amazon,no,True,2021-09-28
f5bf2f42-fa99-4271-afc7-1d387113e653,b975a6f8-e38e-41ce-b108-a03c3c9e6f3d,88e319b4-3d16-4012-addf-05072ec2172c,53,in-store,no,True,2022-05-29
4a5290b2-5326-4a86-a3e3-4193730a25f2,333ee170-aa82-48bb-8aef-fbe5602ccd0e,2658cac2-9aa7-486b-b028-0cb658a928cd,111,in-store,no,False,2021-04-15
819deaa6-39b9-4c0c-987a-1de348c010ee,a5035c1e-bc87-40e1-80c4-2296cc9c1e04,0011317f-203f-4d78-8d3e-c7febe986e7a,11,amazon,yes,False,2021-12-16
606bd450-d012-4ad1-bc37-9bbf128141eb,45034dcd-9044-484b-9c44-9acfd1c86067,59184552-1d7a-41f3-891c-8398672e491c,45,in-store,yes,True,2021-03-20
f77418c0-b3b3-4e0e-a957-23be5ae03300,5d68fa4d-fe65-4d85-aa86-984e2220dc71,de00789c-70c7-4832-b064-ac2f7082049e,549,amazon,no,True,2021-09-23
bad60e48-2053-403c-a644-591f4030241e,4fab7d91-9a4b-4de7-a0db-ece4d0c19ae7,9f2f47aa-18d9-4a2c-9930-d6673f6b2521,683,amazon,yes,False,2022-01-07
8dcc1d46-736c-4d22-a2f0-a63171ed1ca1,8138e670-2c32-48d6-8ba3-74c5e2d30511,98fc4055-14d7-4825-b2a9-028ad9993ce5,649,in-store,no,True,2023-01-16
c3a6dcba-f85a-4a50-ad67-1de2c8619ec0,0bbce6a8-d13c-4f7d-9faa-e3e9c51da0ba,7d8b60a5-2bfe-4fbf-9346-813ca758bdbe,804,amazon,yes,False,2021-05-20
099e5ac1-2eb7-4d0d-b045-1806893a7466,d01d7c19-0662-417f-a5dd-f143d0718afa,ab4fc83e-db26-4164-856c-22cc781c002d,600,in-store,no,False,2021-05-04
fa031581-c66a-4d99-b6e7-edd08368c185,6883fd70-5ade-430d-afc0-4e30959d6021,669c6a09-e9ed-4d89-a34c-3297cf7df9b4,719,website,no,True,2021-05-14
cc733ec0-d97a-42cc-9783-a4c21bb4f31a,61a29aa7-0e97-420b-8151-52a8ed6b0510,a44d6307-c634-47f4-a545-b14fb2c5c426,242,in-store,no,True,2021-01-16
617e4a52-267f-4849-ad6c-0a6399bd5325,ca8658fa-11ac-4da5-b883-623e38acda35,604ef74d-fdf0-4fb8-9ac8-f844902395b9,754,website,no,False,2023-08-16
e8973075-d99e-46d1-b5ef-7cd9a2ba8de6,dffaca92-f21e-4a4b-8d85-42eb14e90171,19fc87f5-88e6-4596-865c-30fdff30a531,396,amazon,no,False,2022-04-23
d0853313-7c96-482f-9c8a-d5cbe9b1987f,56ed53d6-77a3-4eef-9552-08cecd40107f,21e97100-01fa-431f-8bb6-8beb0dcff022,105,amazon,no,True,2021-12-28
667dcc39-8b83-4c91-89ec-03d49b8768c7,7aea2edf-bf6f-4ba1-b6d4-61a7639fe266,b8bb57e9-f093-4277-86bd-af8b461e23a1,66,amazon,no,True,2023-07-17
e0b23408-7f86-4955-8423-f5d6c6fc8b3b,29816100-8190-4628-b0b8-4eb12f7ac268,55c09918-f038-4b61-abba-e116053e3c52,894,website,no,False,2023-12-03
03cbcc31-619f-4cab-953c-2fb023a54ad1,743c81ed-303e-413c-917c-c3747151ab0d,409b4b3f-a4b6-4978-8675-d8e66df95705,628,in-store,no,False,2022-10-30
35c04e73-b87a-4d78-be14-e0c467194987,0f8751ea-5207-432a-87c0-a3cbcfab7002,f36d6c05-ad60-4d0e-bf87-8b58d5cc1f1c,569,website,no,False,2023-04-24
6704af27-c104-44c7-ac79-cfaea810d58c,2cb7d2cf-2c21-491b-9569-0136a4089a7f,6e270e98-d5f6-495f-95bd-43228c5870be,740,in-store,no,True,2023-01-29
b8f431d4-e5d1-463d-8292-659db9cf001f,9e2680e5-8c0f-466e-95d8-4568c6154ab1,b6fd8233-45ca-46aa-8d17-afedc6a13173,402,website,no,False,2021-07-28
71d05234-c9bc-4960-b032-a5633e154d2f,d3ec11dc-d501-4ce8-9817-7e0b516c05ac,d198c838-fbde-4b27-952c-6de60c9f7857,621,website,no,True,2023-06-12
56e85ccc-3502-465e-8322-8c028bee1843,5f7e42df-76bd-4ae8-a6ae-82e9561f3dd3,43d1d81a-53f6-440e-9fdc-20b9f55e7364,735,in-store,no,False,2023-08-15
09a6a22e-40e8-4ecd-80fe-1d22c54e686f,ca26bfe1-ed8a-49d4-995e-b9741029b84a,3c0b7e26-9d13-4b85-aa42-bec1c15cdfc6,720,amazon,no,True,2021-03-26
ae46b651-2b0e-452d-83bf-9767f5c82f77,70200eca-2e79-4580-a2b3-da41dfb93110,9f6e424f-c030-4b03-a350-a316672f2b22,184,in-store,no,True,2022-08-15
d74cff72-6dc8-464b-8768-080b2f1c5b1d,ca9c8b65-7746-4e27-8f7f-5f709059f0da,c8926b46-c126-4d40-a3b3-300247be2103,767,amazon,no,False,2022-09-13
96c6bb6e-f606-45e3-bee9-0152a1884206,7854870c-9ada-4045-b30f-d5002704da47,3ebc00c6-d61d-434b-ad62-94b7e4f0495f,929,in-store,no,True,2023-08-13
89def9ff-8ba5-4aa6-91a4-ee5d2bdc0b85,89d7b582-a107-4fa1-a104-f7bd49b9b798,f22e4bb8-812f-4385-b7fb-19d6807f0c42,627,amazon,yes,True,2023-06-13
c10ba1d3-b42d-431f-8590-ac61d53c0c59,c59a17ad-c47b-43e9-87cf-76b0890ba279,38e6bd66-4200-449d-9e94-a8797087307e,537,website,yes,False,2022-04-23
ac65296d-62c7-43f0-b2b0-ce5191a87e32,4ee7d4bc-7480-4ce6-afd0-f0ac29dc2275,78f6bf7a-0718-40e2-9d4c-f62e44ceba18,428,in-store,no,True,2021-08-29
d5c58270-a16b-4710-ad01-6d48c335157c,6b2e37bc-650c-46ef-aa59-44ee491343b2,15ddb069-f6b3-4355-ac1f-ca961124ab4b,622,in-store,no,True,2023-12-22
c37155f2-a17a-4338-a277-8b1e7ffa192a,c10f1e26-5082-44c4-8dd3-a4f9ce9cbcbc,bfb36af1-d41c-4b43-8d37-ee05e23a255f,16,website,yes,False,2023-04-01
8887e950-791f-4a3e-92ce-1e9605f32d3c,457b976c-b0d9-44bf-aac9-4fdf9f8bc50b,456b130f-7365-4093-82d9-60bea3f5cfaa,150,website,no,True,2023-07-26
3522f8b6-09fd-4f6e-b929-47f0d2568c18,8c0dad88-ef99-4504-b092-9d9576109a2f,ab4bfd48-af64-4499-ad97-35d95a17c766,755,in-store,no,False,2022-02-21
c345de2b-18a1-45f3-bca5-04b9b75d6359,952d8fb3-3dcd-4d17-b047-4a0aa323606f,8dc8d5d1-030e-4b64-a5f5-7e3c7a1ffe83,457,website,no,False,2023-06-05
9daa2f5d-c7cc-41a2-845c-1158648b0e12,6a12c63f-9bae-4118-a0a2-d9be83d40db4,eb792de5-7cfd-49b4-81cd-a14f26916863,743,website,yes,True,2023-04-18
46935324-d9a4-4223-85c8-0de0a0148fc4,84cc4855-f7e2-4421-96b0-b98e756b9aa2,31714173-9460-43e9-a83e-231573cb453c,828,website,yes,False,2023-09-07
c19fa51f-13ec-4e48-a413-5d707259d43e,c356d1ed-4771-4c9d-b4d8-539843f1b8a9,e4709355-612e-483e-898d-a8e283faa660,232,website,yes,True,2023-01-07
e41691e9-e533-42d3-9cfe-8c9632ea8013,2d6dd0a9-dbbc-45ab-8af5-d16395484a66,dd9d6163-253e-4a44-a3c4-6b67bde26194,771,amazon,yes,True,2023-08-29
08442a68-5f3a-4dbd-8ed1-ee5f2e23de9a,814bb935-8adf-4496-b4a8-04f38e93b9c6,bd0d3154-13f5-4446-983d-164cb16ffd70,650,website,no,True,2022-12-25
63613ae6-bfdb-4466-8adc-4a7be5394fcf,f9434974-190e-4d53-8c83-394e81e71c0f,851039fd-8e0e-427b-becf-d40bc0f499e4,923,amazon,yes,False,2022-03-27
dd6c3067-efac-423c-a570-d52b363755c7,7b56d180-2a82-4031-96cb-f657839d05f1,07967dfe-6925-4039-81aa-5f8d51bcc240,406,amazon,yes,True,2022-09-12
d38798f3-1fbf-42f5-b1de-84d2a170282d,8a16b71d-0a62-4683-82f2-ea7da09fb7b7,e0006e9e-40d8-4523-8b07-0364240b26b2,151,in-store,yes,False,2022-10-16
6b9d26f4-a63a-4557-9dc2-e46931bbd3f2,426f00d9-ba84-4c4f-b671-208d0acec3b4,ce5b7796-e1d0-429d-958a-ab6eddba09f0,625,in-store,yes,False,2021-03-10
93d9dcd1-0a2d-4243-9846-3face0462db1,2ca8546d-a9ab-41c1-8d96-ecc76f643260,2f7c16ed-72c0-46b1-8176-296d9273df7f,348,in-store,no,True,2023-11-20
424644d1-6e9c-421d-b904-df26e4268aa6,ac137450-19f3-4219-a212-237279375be5,de00789c-70c7-4832-b064-ac2f7082049e,347,in-store,yes,True,2023-12-13
ee551c53-724a-49ce-a7b0-e9cec0903716,559e567f-efd0-4990-a1f6-27abe3cf63ec,02c15d66-08a3-42d7-9431-8ffdc981d2dc,75,amazon,no,True,2021-10-30
fba4cbdb-1cf2-42b2-8212-3f5fe923df2c,5e10280e-71e5-455b-b128-ff3bbb45357d,43d1d81a-53f6-440e-9fdc-20b9f55e7364,768,in-store,no,False,2021-06-23
1241e4e8-f213-437e-bcbf-fdc73629683e,61c61694-8811-4ea4-aa1d-3631962e1d13,3e2d86f6-3cbd-4448-8334-7b89d7ab792f,937,website,yes,False,2021-02-22
4415d08e-1dbd-40f9-b974-025783e0f605,e957d329-4eb4-46dd-92f9-52b942f033f5,7488bb2d-2b9c-4417-9fdc-5bf0849ac1a3,871,amazon,yes,False,2023-05-25
719fa60c-1f46-49f6-ac12-f55c248ef1eb,29f7bd09-d565-47c3-aee0-df6063ffc254,ee674721-5112-4d6d-af81-1eb8ff51393b,838,amazon,no,False,2022-11-21
024e9efe-fbf5-4fee-94a1-768d3ff7fd5b,fa3bd0d9-79f3-48d3-95c0-09cd6a98bb53,c8d4b8dd-ff3c-432a-b383-b06a7afc394d,637,amazon,no,False,2021-01-29
d34c6ba2-64d2-4ca9-a182-3405e18ade6a,e957d329-4eb4-46dd-92f9-52b942f033f5,c70405ea-7da6-43f4-8a47-cb4fbe695d0a,26,website,yes,True,2023-01-11
8f333426-b3da-4067-ae63-3c04813fb05b,29816100-8190-4628-b0b8-4eb12f7ac268,ce5b7796-e1d0-429d-958a-ab6eddba09f0,500,website,no,True,2023-01-16
9f9b73a9-f04b-4bd3-9b36-034bb061dc29,7f98be5c-9f06-4351-8ca7-c1d6c42da128,2af0d6b6-4c81-4ea7-a7f2-2a555480eda6,104,amazon,no,False,2023-08-24
9ecab494-3440-4a98-823a-e459bfdf1451,0e1ba222-9a49-4665-9ea4-e1df9fdcb8d8,80ba68c1-60da-47bb-b0aa-33ea41bf34d5,88,amazon,yes,False,2023-04-17
a94ef43d-904d-49f8-9bcd-3b5594f877e0,103cc66b-22f6-455b-b615-15176327cf9f,b8d2d9be-e979-46fa-936a-33d095d2955f,972,amazon,yes,False,2023-03-25
